sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
Female,19,White,Hispanic,12,Employed,30,31200,0,0,0,0,1,0,1,1,1,1
Male,59,White,Non-Hispanic,16,Employed,40,91000,1,0,0,0,0,0,1,0,1,1
Male,21,White,Non-Hispanic,12,Employed,32,25000,0,0,0,0,0,0,1,0,1,1
Female,66,White,Non-Hispanic,13,Employed,10,64900,0,0,0,0,1,0,1,0,1,1
Male,58,AIAN,Non-Hispanic,12,Not in labor force,0,16900,0,0,0,0,0,0,0,0,0,0
Female,68,Other,Hispanic,14,Employed,40,138000,0,0,0,0,1,0,0,1,1,1
Female,77,White,Non-Hispanic,17,Not in labor force,0,1500,1,1,0,0,1,0,1,0,0,0
Female,87,White,Non-Hispanic,14,Not in labor force,0,1500,0,0,0,0,1,0,1,0,0,0
Male,46,White,Non-Hispanic,9,Employed,21,10000,0,0,0,0,0,0,1,0,1,1
Male,56,White,Non-Hispanic,12,Employed,30,50000,0,0,0,0,0,0,1,0,1,1
Male,70,White,Non-Hispanic,13,Not in labor force,0,51200,0,0,0,0,0,0,1,0,0,0
Female,38,White,Non-Hispanic,12,Employed,40,41000,0,0,0,0,1,0,1,0,1,1
Female,25,White,Non-Hispanic,16,Employed,40,48000,1,0,0,0,1,0,1,0,1,1
Male,58,Other,Hispanic,12,Not in labor force,0,7200,0,0,0,0,0,0,0,1,0,0
Female,65,White,Non-Hispanic,12,Not in labor force,0,4100,0,0,0,0,1,0,1,0,0,0
Female,39,Other,Non-Hispanic,16,Employed,40,168000,1,0,0,0,1,0,0,0,1,1
Female,49,Chinese,Non-Hispanic,17,Not in labor force,0,0,1,0,0,1,1,0,0,0,0,0
Male,21,White,Non-Hispanic,13,Employed,35,119500,0,0,0,0,0,0,1,0,1,1
Female,69,White,Non-Hispanic,12,Not in labor force,0,19100,0,0,0,0,1,0,1,0,0,0
Female,25,White,Non-Hispanic,12,Employed,35,20000,0,0,0,0,1,0,1,0,1,1
Male,79,White,Non-Hispanic,16,Not in labor force,0,51700,1,0,0,0,0,0,1,0,0,0
Female,32,White,Non-Hispanic,12,Employed,40,12300,0,0,0,0,1,0,1,0,1,1
Female,39,White,Non-Hispanic,14,Not in labor force,0,33600,0,0,0,0,1,0,1,0,0,0
Male,42,White,Hispanic,16,Employed,40,83000,1,0,0,0,0,0,1,1,1,1
Male,62,White,Non-Hispanic,16,Employed,40,100410,1,0,0,0,0,0,1,0,1,1
Female,79,Other,Non-Hispanic,,Not in labor force,0,12000,0,0,0,0,1,0,0,0,0,0
Male,56,White,Non-Hispanic,16,Employed,50,185500,1,0,0,0,0,0,1,0,1,1
Female,36,White,Non-Hispanic,17,Employed,40,120000,1,0,1,0,1,0,1,0,1,1
Female,41,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,67,White,Non-Hispanic,16,Employed,10,77600,1,0,0,0,0,0,1,0,1,1
Male,53,Black,Non-Hispanic,12,Employed,40,40000,0,0,0,0,0,1,0,0,1,1
Male,40,White,Non-Hispanic,12,Not in labor force,0,7300,0,0,0,0,0,0,1,0,0,0
Female,57,White,Non-Hispanic,16,Employed,40,27400,1,0,0,0,1,0,1,0,1,1
Male,55,Black,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
Male,47,Other,Non-Hispanic,17,Employed,40,24000,1,1,0,0,0,0,0,0,1,1
Male,72,White,Non-Hispanic,17,Not in labor force,40,79550,1,1,0,0,0,0,1,0,0,0
Male,42,White,Non-Hispanic,16,Employed,45,133000,1,0,0,0,0,0,1,0,1,1
Female,49,White,Non-Hispanic,16,Employed,25,80000,1,0,0,0,1,0,1,0,1,1
Female,44,Other,Hispanic,12,Employed,38,49000,0,0,0,0,1,0,0,1,1,1
Male,31,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,43,White,Non-Hispanic,12,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
Female,28,Other,Non-Hispanic,11,Employed,40,2300,0,0,0,0,1,0,0,0,1,1
Female,73,Chinese,Non-Hispanic,14,Not in labor force,0,45800,0,0,0,0,1,0,0,0,0,0
Male,50,Black,Non-Hispanic,8,Unemployed,40,226000,0,0,0,0,0,1,0,0,1,0
Female,42,Other,Non-Hispanic,13,Employed,40,30000,0,0,0,0,1,0,0,0,1,1
Male,50,Other,Hispanic,8,Employed,50,40000,0,0,0,0,0,0,0,1,1,1
Female,22,Black,Non-Hispanic,16,Employed,30,1200,1,0,0,0,1,1,0,0,1,1
Female,26,White,Non-Hispanic,16,Employed,40,95000,1,0,0,0,1,0,1,0,1,1
Female,35,White,Non-Hispanic,17,Employed,40,25100,1,1,0,0,1,0,1,0,1,1
Female,56,White,Non-Hispanic,13,Employed,40,80000,0,0,0,0,1,0,1,0,1,1
Female,71,White,Non-Hispanic,12,Not in labor force,0,77300,0,0,0,0,1,0,1,0,0,0
Male,71,White,Non-Hispanic,16,Not in labor force,0,113800,1,0,0,0,0,0,1,0,0,0
Female,36,Other,Hispanic,12,Employed,40,48000,0,0,0,0,1,0,0,1,1,1
Female,57,White,Non-Hispanic,16,Employed,40,82000,1,0,0,0,1,0,1,0,1,1
Male,20,White,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,1,0,0
Male,45,White,Non-Hispanic,12,Employed,40,39000,0,0,0,0,0,0,1,0,1,1
Male,30,White,Non-Hispanic,16,Employed,40,42600,1,0,0,0,0,0,1,0,1,1
Female,35,White,Non-Hispanic,14,Employed,40,45000,0,0,0,0,1,0,1,0,1,1
Male,72,White,Non-Hispanic,17,Not in labor force,0,228800,1,1,0,0,0,0,1,0,0,0
Male,33,White,Non-Hispanic,13,Employed,40,55000,0,0,0,0,0,0,1,0,1,1
Male,36,Other,Hispanic,12,Not in labor force,0,9800,0,0,0,0,0,0,0,1,0,0
Male,74,White,Non-Hispanic,12,Not in labor force,0,17000,0,0,0,0,0,0,1,0,0,0
Female,42,Black,Non-Hispanic,14,Employed,50,55000,0,0,0,0,1,1,0,0,1,1
Female,80,White,Non-Hispanic,12,Not in labor force,0,1400,0,0,0,0,1,0,1,0,0,0
Male,33,White,Non-Hispanic,13,Employed,30,32400,0,0,0,0,0,0,1,0,1,1
Female,77,White,Non-Hispanic,10,Not in labor force,0,8400,0,0,0,0,1,0,1,0,0,0
Female,46,White,Non-Hispanic,17,Employed,40,208100,1,0,1,0,1,0,1,0,1,1
Male,22,Other,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
Male,65,White,Non-Hispanic,16,Not in labor force,8,13500,1,0,0,0,0,0,1,0,0,0
Male,52,White,Non-Hispanic,12,Employed,50,65000,0,0,0,0,0,0,1,0,1,1
Female,67,Other,Hispanic,14,Not in labor force,0,19800,0,0,0,0,1,0,0,1,0,0
Male,77,Black,Non-Hispanic,12,Not in labor force,0,42000,0,0,0,0,0,1,0,0,0,0
Male,42,White,Non-Hispanic,14,Employed,50,120000,0,0,0,0,0,0,1,0,1,1
Male,62,Other,Hispanic,12,Not in labor force,0,14300,0,0,0,0,0,0,0,1,0,0
Male,67,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
Male,57,White,Non-Hispanic,12,Not in labor force,0,1470,0,0,0,0,0,0,1,0,0,0
Male,37,White,Hispanic,12,Employed,40,36000,0,0,0,0,0,0,1,1,1,1
Male,42,Other,Non-Hispanic,8,Employed,35,16800,0,0,0,0,0,0,0,0,1,1
Female,45,White,Non-Hispanic,12,Employed,45,53000,0,0,0,0,1,0,1,0,1,1
Female,34,Other,Hispanic,17,Employed,60,122000,1,0,0,1,1,0,0,1,1,1
Male,30,Other,Hispanic,12,Unemployed,40,38000,0,0,0,0,0,0,0,1,1,0
Female,28,White,Hispanic,13,Employed,50,74000,0,0,0,0,1,0,1,1,1,1
Male,75,White,Non-Hispanic,17,Not in labor force,0,24000,1,0,0,1,0,0,1,0,0,0
Female,36,Other,Hispanic,13,Employed,40,42000,0,0,0,0,1,0,0,1,1,1
Male,21,Other,Non-Hispanic,14,Employed,7,1400,0,0,0,0,0,0,0,0,1,1
Female,26,White,Non-Hispanic,16,Employed,40,55000,1,0,0,0,1,0,1,0,1,1
Female,50,White,Non-Hispanic,16,Employed,50,56000,1,0,0,0,1,0,1,0,1,1
Female,83,White,Non-Hispanic,12,Not in labor force,0,54000,0,0,0,0,1,0,1,0,0,0
Male,60,White,Non-Hispanic,13,Employed,50,100000,0,0,0,0,0,0,1,0,1,1
Male,31,White,Non-Hispanic,16,Not in labor force,0,4000,1,0,0,0,0,0,1,0,0,0
Male,56,White,Non-Hispanic,16,Employed,10,107000,1,0,0,0,0,0,1,0,1,1
Male,29,Other,Hispanic,13,Employed,40,32000,0,0,0,0,0,0,0,1,1,1
Female,53,White,Non-Hispanic,17,Employed,40,71400,1,1,0,0,1,0,1,0,1,1
Male,30,White,Non-Hispanic,13,Employed,40,19000,0,0,0,0,0,0,1,0,1,1
Female,40,Other,Non-Hispanic,13,Employed,40,13200,0,0,0,0,1,0,0,0,1,1
Female,60,White,Non-Hispanic,,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,71,White,Non-Hispanic,16,Employed,20,142000,1,0,0,0,0,0,1,0,1,1
Female,79,White,Hispanic,11,Not in labor force,0,34200,0,0,0,0,1,0,1,1,0,0
Female,56,Black,Non-Hispanic,12,Employed,48,25000,0,0,0,0,1,1,0,0,1,1
Female,79,Other,Hispanic,12,Not in labor force,0,26000,0,0,0,0,1,0,0,1,0,0
Male,45,White,Non-Hispanic,12,Employed,40,45000,0,0,0,0,0,0,1,0,1,1
Female,67,White,Non-Hispanic,14,Not in labor force,0,18000,0,0,0,0,1,0,1,0,0,0
Male,27,White,Non-Hispanic,16,Employed,40,80000,1,0,0,0,0,0,1,0,1,1
Female,37,Other,Hispanic,12,Not in labor force,0,11900,0,0,0,0,1,0,0,1,0,0
Female,61,Black,Non-Hispanic,11,Employed,40,35000,0,0,0,0,1,1,0,0,1,1
Female,64,White,Non-Hispanic,12,Employed,13,32200,0,0,0,0,1,0,1,0,1,1
Female,56,White,Non-Hispanic,12,Employed,56,90000,0,0,0,0,1,0,1,0,1,1
Female,37,White,Non-Hispanic,17,Employed,40,53000,1,1,0,0,1,0,1,0,1,1
Male,53,Other,Non-Hispanic,12,Employed,40,72000,0,0,0,0,0,0,0,0,1,1
Female,27,Other,Non-Hispanic,,Not in labor force,0,5100,0,0,0,0,1,0,0,0,0,0
Female,70,White,Non-Hispanic,16,Employed,40,115200,1,0,0,0,1,0,1,0,1,1
Female,36,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Male,24,White,Non-Hispanic,14,Employed,40,33000,0,0,0,0,0,0,1,0,1,1
Male,26,White,Non-Hispanic,16,Employed,45,122000,1,0,0,0,0,0,1,0,1,1
Male,85,Other,Hispanic,12,Not in labor force,0,54000,0,0,0,0,0,0,0,1,0,0
Female,35,White,Non-Hispanic,14,Employed,22,35000,0,0,0,0,1,0,1,0,1,1
Male,34,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
Female,32,White,Non-Hispanic,10,Employed,40,36000,0,0,0,0,1,0,1,0,1,1
Male,56,Black,Non-Hispanic,16,Employed,40,24000,1,0,0,0,0,1,0,0,1,1
Female,58,White,Non-Hispanic,12,Employed,35,42600,0,0,0,0,1,0,1,0,1,1
Female,37,White,Non-Hispanic,16,Employed,60,23000,1,0,0,0,1,0,1,0,1,1
Male,39,White,Non-Hispanic,17,Employed,40,48300,1,0,1,0,0,0,1,0,1,1
Female,64,White,Non-Hispanic,16,Not in labor force,0,3200,1,0,0,0,1,0,1,0,0,0
Female,34,White,Non-Hispanic,16,Employed,36,33900,1,0,0,0,1,0,1,0,1,1
Female,72,White,Non-Hispanic,13,Not in labor force,0,29200,0,0,0,0,1,0,1,0,0,0
Male,34,Other,Hispanic,11,Employed,40,80000,0,0,0,0,0,0,0,1,1,1
Female,92,Chinese,Non-Hispanic,16,Not in labor force,0,165400,1,0,0,0,1,0,0,0,0,0
Male,69,Other,Hispanic,8,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Female,75,Other,Non-Hispanic,16,Not in labor force,0,16800,1,0,0,0,1,0,0,0,0,0
Male,66,Other,Non-Hispanic,12,Not in labor force,0,19600,0,0,0,0,0,0,0,0,0,0
Male,93,White,Non-Hispanic,16,Not in labor force,0,46200,1,0,0,0,0,0,1,0,0,0
Female,44,Other,Hispanic,,Employed,40,40000,0,0,0,0,1,0,0,1,1,1
Male,52,Other,Hispanic,12,Employed,40,684000,0,0,0,0,0,0,0,1,1,1
Male,18,Other,Non-Hispanic,12,Employed,40,25000,0,0,0,0,0,0,0,0,1,1
Female,92,Other,Hispanic,12,Not in labor force,0,19500,0,0,0,0,1,0,0,1,0,0
Male,31,White,Non-Hispanic,16,Employed,35,18000,1,0,0,0,0,0,1,0,1,1
Male,61,Other,Hispanic,8,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Female,40,White,Hispanic,12,Employed,12,18000,0,0,0,0,1,0,1,1,1,1
Female,34,White,Non-Hispanic,12,Employed,40,14000,0,0,0,0,1,0,1,0,1,1
Male,62,White,Non-Hispanic,13,Employed,40,65000,0,0,0,0,0,0,1,0,1,1
Female,20,White,Hispanic,13,Employed,15,9000,0,0,0,0,1,0,1,1,1,1
Male,54,White,Non-Hispanic,12,Employed,40,35000,0,0,0,0,0,0,1,0,1,1
Male,66,White,Non-Hispanic,13,Not in labor force,0,9900,0,0,0,0,0,0,1,0,0,0
Male,60,White,Non-Hispanic,12,Employed,40,37000,0,0,0,0,0,0,1,0,1,1
Female,23,Other,Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,0,1,0,0
Female,30,Other,Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Female,36,White,Non-Hispanic,17,Employed,20,63000,1,0,0,1,1,0,1,0,1,1
Female,75,Other,Non-Hispanic,17,Not in labor force,0,3200,1,0,1,0,1,0,0,0,0,0
Female,78,White,Non-Hispanic,12,Not in labor force,0,20600,0,0,0,0,1,0,1,0,0,0
Female,46,Other,Hispanic,12,Employed,40,35000,0,0,0,0,1,0,0,1,1,1
Male,24,White,Non-Hispanic,12,Employed,30,30000,0,0,0,0,0,0,1,0,1,1
Male,41,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,0,0,1,0,0,0
Female,59,Other,Non-Hispanic,16,Employed,36,89000,1,0,0,0,1,0,0,0,1,1
Female,67,Other,Non-Hispanic,12,Not in labor force,0,69500,0,0,0,0,1,0,0,0,0,0
Female,76,White,Non-Hispanic,14,Not in labor force,0,43100,0,0,0,0,1,0,1,0,0,0
Female,69,White,Non-Hispanic,12,Employed,40,29400,0,0,0,0,1,0,1,0,1,1
Female,40,White,Non-Hispanic,16,Employed,50,75060,1,0,0,0,1,0,1,0,1,1
Male,55,White,Non-Hispanic,13,Not in labor force,40,32800,0,0,0,0,0,0,1,0,0,0
Male,47,Other,Hispanic,16,Employed,40,35000,1,0,0,0,0,0,0,1,1,1
Female,50,Other,Non-Hispanic,13,Employed,55,38900,0,0,0,0,1,0,0,0,1,1
Female,84,White,Non-Hispanic,17,Not in labor force,0,0,1,1,0,0,1,0,1,0,0,0
Male,49,White,Non-Hispanic,17,Employed,70,238000,1,0,1,0,0,0,1,0,1,1
Female,68,White,Non-Hispanic,12,Not in labor force,0,26400,0,0,0,0,1,0,1,0,0,0
Female,63,White,Non-Hispanic,16,Employed,14,3000,1,0,0,0,1,0,1,0,1,1
Male,72,White,Non-Hispanic,12,Not in labor force,0,27800,0,0,0,0,0,0,1,0,0,0
Female,36,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,32,White,Hispanic,16,Employed,55,126000,1,0,0,0,0,0,1,1,1,1
Male,94,White,Non-Hispanic,12,Not in labor force,0,41000,0,0,0,0,0,0,1,0,0,0
Female,24,White,Non-Hispanic,12,Employed,16,550,0,0,0,0,1,0,1,0,1,1
Male,48,White,Hispanic,12,Employed,15,20000,0,0,0,0,0,0,1,1,1,1
Male,50,White,Non-Hispanic,17,Employed,40,90000,1,0,0,1,0,0,1,0,1,1
Female,45,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,30,White,Non-Hispanic,16,Employed,45,132000,1,0,0,0,0,0,1,0,1,1
Female,23,White,Non-Hispanic,14,Employed,50,22900,0,0,0,0,1,0,1,0,1,1
Female,83,White,Non-Hispanic,10,Not in labor force,0,13700,0,0,0,0,1,0,1,0,0,0
Female,27,Other,Non-Hispanic,16,Employed,42,78000,1,0,0,0,1,0,0,0,1,1
Male,50,White,Non-Hispanic,14,Employed,40,69000,0,0,0,0,0,0,1,0,1,1
Male,34,White,Non-Hispanic,14,Employed,40,115010,0,0,0,0,0,0,1,0,1,1
Male,42,Other,Non-Hispanic,8,Not in labor force,45,6000,0,0,0,0,0,0,0,0,0,0
Female,82,White,Non-Hispanic,,Not in labor force,0,21660,0,0,0,0,1,0,1,0,0,0
Female,37,White,Non-Hispanic,16,Employed,50,90000,1,0,0,0,1,0,1,0,1,1
Female,59,White,Non-Hispanic,14,Not in labor force,0,30000,0,0,0,0,1,0,1,0,0,0
Female,60,Black,Non-Hispanic,17,Employed,40,70000,1,1,0,0,1,1,0,0,1,1
Female,66,White,Non-Hispanic,17,Employed,20,22600,1,1,0,0,1,0,1,0,1,1
Female,73,White,Non-Hispanic,14,Not in labor force,0,11600,0,0,0,0,1,0,1,0,0,0
Male,29,Other,Hispanic,13,Employed,40,93000,0,0,0,0,0,0,0,1,1,1
Male,44,Black,Non-Hispanic,13,Employed,65,55000,0,0,0,0,0,1,0,0,1,1
Male,58,White,Non-Hispanic,14,Employed,40,156000,0,0,0,0,0,0,1,0,1,1
Male,62,White,Non-Hispanic,16,Employed,38,15200,1,0,0,0,0,0,1,0,1,1
Female,70,White,Non-Hispanic,17,Not in labor force,0,413000,1,1,0,0,1,0,1,0,0,0
Female,70,Black,Non-Hispanic,12,Not in labor force,0,7200,0,0,0,0,1,1,0,0,0,0
Female,78,White,Non-Hispanic,16,Not in labor force,0,36000,1,0,0,0,1,0,1,0,0,0
Female,39,Other,Hispanic,16,Employed,15,10000,1,0,0,0,1,0,0,1,1,1
Male,60,Other,Hispanic,12,Employed,40,45000,0,0,0,0,0,0,0,1,1,1
Male,68,White,Non-Hispanic,12,Not in labor force,0,55000,0,0,0,0,0,0,1,0,0,0
Male,52,Black,Non-Hispanic,17,Employed,40,175000,1,1,0,0,0,1,0,0,1,1
Female,53,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Male,58,White,Non-Hispanic,16,Not in labor force,0,10,1,0,0,0,0,0,1,0,0,0
Male,54,Other,Hispanic,14,Employed,40,154000,0,0,0,0,0,0,0,1,1,1
Male,51,White,Non-Hispanic,12,Employed,85,80000,0,0,0,0,0,0,1,0,1,1
Male,69,White,Non-Hispanic,17,Employed,40,62000,1,0,0,1,0,0,1,0,1,1
Female,46,Other,Hispanic,13,Employed,38,43000,0,0,0,0,1,0,0,1,1,1
Female,64,Other,Non-Hispanic,17,Employed,50,284000,1,1,0,0,1,0,0,0,1,1
Female,47,White,Non-Hispanic,12,Employed,50,25900,0,0,0,0,1,0,1,0,1,1
Male,43,White,Non-Hispanic,12,Employed,40,54600,0,0,0,0,0,0,1,0,1,1
Female,59,Other,Non-Hispanic,14,Employed,40,50000,0,0,0,0,1,0,0,0,1,1
Female,46,White,Non-Hispanic,14,Employed,40,40000,0,0,0,0,1,0,1,0,1,1
Female,27,White,Non-Hispanic,16,Employed,40,34000,1,0,0,0,1,0,1,0,1,1
Male,68,White,Non-Hispanic,14,Employed,38,70800,0,0,0,0,0,0,1,0,1,1
Male,80,Other,Hispanic,12,Not in labor force,0,13000,0,0,0,0,0,0,0,1,0,0
Male,55,Black,Non-Hispanic,4,Employed,32,15000,0,0,0,0,0,1,0,0,1,1
Male,46,White,Non-Hispanic,16,Employed,40,133340,1,0,0,0,0,0,1,0,1,1
Male,35,Other,Hispanic,12,Not in labor force,40,35000,0,0,0,0,0,0,0,1,0,0
Male,49,White,Non-Hispanic,17,Employed,80,212000,1,1,0,0,0,0,1,0,1,1
Male,19,White,Non-Hispanic,12,Not in labor force,30,13000,0,0,0,0,0,0,1,0,0,0
Female,83,White,Non-Hispanic,12,Not in labor force,0,12050,0,0,0,0,1,0,1,0,0,0
Female,61,White,Non-Hispanic,12,Employed,40,92500,0,0,0,0,1,0,1,0,1,1
Female,43,White,Non-Hispanic,17,Employed,40,172000,1,0,1,0,1,0,1,0,1,1
Female,27,Other,Non-Hispanic,14,Employed,40,40000,0,0,0,0,1,0,0,0,1,1
Female,30,Black,Non-Hispanic,17,Employed,40,90000,1,1,0,0,1,1,0,0,1,1
Female,78,Other,Hispanic,8,Not in labor force,0,4200,0,0,0,0,1,0,0,1,0,0
Female,23,White,Non-Hispanic,13,Employed,40,23200,0,0,0,0,1,0,1,0,1,1
Female,74,White,Non-Hispanic,12,Not in labor force,0,12100,0,0,0,0,1,0,1,0,0,0
Female,66,White,Non-Hispanic,14,Not in labor force,0,22400,0,0,0,0,1,0,1,0,0,0
Male,50,White,Non-Hispanic,17,Employed,40,217200,1,1,0,0,0,0,1,0,1,1
Male,55,White,Non-Hispanic,12,Employed,60,86440,0,0,0,0,0,0,1,0,1,1
Female,75,White,Non-Hispanic,17,Not in labor force,0,11500,1,1,0,0,1,0,1,0,0,0
Female,66,White,Non-Hispanic,16,Employed,12,29700,1,0,0,0,1,0,1,0,1,1
Female,30,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
Male,40,White,Non-Hispanic,17,Employed,40,94000,1,1,0,0,0,0,1,0,1,1
Female,84,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,57,White,Non-Hispanic,17,Employed,30,25090,1,1,0,0,0,0,1,0,1,1
Male,65,White,Non-Hispanic,12,Employed,55,70000,0,0,0,0,0,0,1,0,1,1
Female,66,White,Non-Hispanic,12,Employed,22,18000,0,0,0,0,1,0,1,0,1,1
Female,39,White,Non-Hispanic,17,Employed,40,47000,1,1,0,0,1,0,1,0,1,1
Female,62,White,Non-Hispanic,14,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
Female,63,Black,Non-Hispanic,16,Not in labor force,0,25800,1,0,0,0,1,1,0,0,0,0
Female,23,AIAN,Non-Hispanic,12,Employed,40,24000,0,0,0,0,1,0,0,0,1,1
Female,68,White,Non-Hispanic,12,Not in labor force,0,13300,0,0,0,0,1,0,1,0,0,0
Female,78,Other,Non-Hispanic,12,Not in labor force,0,4000,0,0,0,0,1,0,0,0,0,0
Male,49,Chinese,Non-Hispanic,14,Employed,60,100000,0,0,0,0,0,0,0,0,1,1
Male,26,White,Non-Hispanic,13,Unemployed,6,250,0,0,0,0,0,0,1,0,1,0
Female,57,Other,Non-Hispanic,16,Employed,40,45000,1,0,0,0,1,0,0,0,1,1
Male,20,White,Non-Hispanic,13,Employed,20,12000,0,0,0,0,0,0,1,0,1,1
Female,31,Black,Non-Hispanic,12,Employed,40,40000,0,0,0,0,1,1,0,0,1,1
Female,55,White,Non-Hispanic,17,Employed,40,102000,1,1,0,0,1,0,1,0,1,1
Male,54,White,Non-Hispanic,13,Employed,52,55000,0,0,0,0,0,0,1,0,1,1
Male,43,White,Non-Hispanic,12,Employed,4,270,0,0,0,0,0,0,1,0,1,1
Female,47,Other,Non-Hispanic,16,Employed,40,66310,1,0,0,0,1,0,0,0,1,1
Male,52,Other,Non-Hispanic,12,Employed,34,2100,0,0,0,0,0,0,0,0,1,1
Male,58,White,Non-Hispanic,16,Employed,40,150000,1,0,0,0,0,0,1,0,1,1
Male,28,Other,Hispanic,14,Employed,30,21500,0,0,0,0,0,0,0,1,1,1
Male,36,White,Non-Hispanic,13,Employed,35,35000,0,0,0,0,0,0,1,0,1,1
Male,69,White,Non-Hispanic,12,Employed,38,28000,0,0,0,0,0,0,1,0,1,1
Female,23,White,Non-Hispanic,16,Employed,40,34000,1,0,0,0,1,0,1,0,1,1
Female,48,Other,Hispanic,,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Female,20,White,Non-Hispanic,12,Employed,12,500,0,0,0,0,1,0,1,0,1,1
Male,73,White,Non-Hispanic,14,Not in labor force,0,-2700,0,0,0,0,0,0,1,0,0,0
Female,63,White,Non-Hispanic,16,Employed,40,55000,1,0,0,0,1,0,1,0,1,1
Male,18,White,Non-Hispanic,12,Employed,44,13000,0,0,0,0,0,0,1,0,1,1
Female,52,Black,Non-Hispanic,12,Employed,40,35000,0,0,0,0,1,1,0,0,1,1
Male,18,White,Non-Hispanic,12,Employed,25,15000,0,0,0,0,0,0,1,0,1,1
Male,60,Chinese,Non-Hispanic,17,Employed,40,140000,1,1,0,0,0,0,0,0,1,1
Female,76,White,Non-Hispanic,8,Not in labor force,0,11200,0,0,0,0,1,0,1,0,0,0
Female,33,White,Non-Hispanic,16,Employed,40,100000,1,0,0,0,1,0,1,0,1,1
Female,26,Black,Non-Hispanic,12,Employed,40,47400,0,0,0,0,1,1,0,0,1,1
Female,22,Black,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
Female,67,Black,Non-Hispanic,17,Employed,20,29030,1,1,0,0,1,1,0,0,1,1
Female,31,White,Non-Hispanic,16,Employed,40,60000,1,0,0,0,1,0,1,0,1,1
Male,76,White,Non-Hispanic,14,Not in labor force,0,143400,0,0,0,0,0,0,1,0,0,0
Female,26,White,Non-Hispanic,16,Employed,40,37000,1,0,0,0,1,0,1,0,1,1
Female,54,White,Non-Hispanic,16,Employed,40,67000,1,0,0,0,1,0,1,0,1,1
Female,41,Black,Non-Hispanic,13,Employed,8,41000,0,0,0,0,1,1,0,0,1,1
Male,18,White,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,19,Other,Hispanic,13,Employed,15,3000,0,0,0,0,1,0,0,1,1,1
Male,25,White,Non-Hispanic,16,Employed,40,18000,1,0,0,0,0,0,1,0,1,1
Female,49,Black,Non-Hispanic,16,Employed,44,77000,1,0,0,0,1,1,0,0,1,1
Female,59,White,Non-Hispanic,13,Employed,40,50000,0,0,0,0,1,0,1,0,1,1
Male,61,White,Non-Hispanic,12,Employed,49,35000,0,0,0,0,0,0,1,0,1,1
Male,30,White,Non-Hispanic,14,Employed,35,75000,0,0,0,0,0,0,1,0,1,1
Female,50,White,Non-Hispanic,17,Employed,40,110000,1,1,0,0,1,0,1,0,1,1
Female,21,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,61,White,Non-Hispanic,13,Employed,32,62000,0,0,0,0,1,0,1,0,1,1
Male,50,White,Non-Hispanic,12,Employed,40,30000,0,0,0,0,0,0,1,0,1,1
Female,70,White,Non-Hispanic,12,Not in labor force,0,32700,0,0,0,0,1,0,1,0,0,0
Male,71,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Male,27,White,Non-Hispanic,16,Employed,40,40000,1,0,0,0,0,0,1,0,1,1
Female,45,White,Non-Hispanic,17,Employed,40,100000,1,0,1,0,1,0,1,0,1,1
Female,49,White,Non-Hispanic,10,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,65,White,Non-Hispanic,16,Employed,40,97000,1,0,0,0,0,0,1,0,1,1
